title,start_date_f,end_date_f,lat,lng,address,description,tags,source,
Back 2 School 3 on 3 Basketball Tournament.,Sat Aug 8 10:00 AM,Sat Aug 8 10:00 AM,41.619173,-87.56512,600 Oglesby Avenue Calumet City IL 60409,by Ald. Ramonde D. Williams & Next Athletics Basketball.,Sports & Fitness,Sports & Fitness,
Oly Seminar w/Mike Cerbus,Sat Aug 8 10:00 AM,Sat Aug 8 10:00 AM,41.919728,-87.853343,9100 Belden Avenue Franklin Park IL 60131,by Mike Cerbus,Sports & Fitness,Sports & Fitness,
Exposure 2015 Charity Workout Series,Sat Aug 8 10:30 AM,Sat Aug 8 10:30 AM,41.893069,-87.615009,600 North Lake Shore Drive Chicago IL 60611,by A Mind and Body Total Fitness,Sports & Fitness,Sports & Fitness,
THE BIG DIG Beach Party @ North Ave Beach!,Sat Aug 8 11:00 AM,Sat Aug 8 11:00 AM,41.920347,-87.643314,North Avenue Beach 1600 Lakeshore Drive Chicago IL 60614,by Players Sport & Social Group,Sports & Fitness,Sports & Fitness,
CSL Alumni Soccer Games,Sat Aug 8 12:00 PM,Sat Aug 8 12:00 PM,42.116639,-87.829626,Techny Fields Northbrook IL,by None,Sports & Fitness,Sports & Fitness,
Fox Valley Royals Travel Baseball Tryouts (11-14 Year Old),Sat Aug 8 12:00 PM,Sat Aug 8 12:00 PM,42.060144,-88.290872,1151 North State Street Elgin IL 60123 US,by Fox Valley Royals,Sports & Fitness,Sports & Fitness,
Ultimate Frisbeach 2015,Sat Aug 8 12:00 PM,Sat Aug 8 12:00 PM,42.599225,-87.816409,4051 5th Avenue Kenosha WI 53140 US,by The Adventure Bureau LLC,Sports & Fitness,Sports & Fitness,
2015 / 2016 -- 16U Elgin Impact Softball Tryouts - CMS,Sat Aug 8 2:00 PM,Sat Aug 8 2:00 PM,42.018411,-88.479687,44W303 Plato Road Burlington IL 60109 US,by Elgin Impact,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. San Francisco Giants 08/08/2015,Sat Aug 8 3:05 PM,Sat Aug 8 3:05 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
"StormFront CrossFit ""Be Brave"" Event",Sat Aug 8 4:00 PM,Sat Aug 8 4:00 PM,42.264809,-88.24512,2520 Illinois 176 Crystal Lake IL 60012 US,by Justin Dewing,Sports & Fitness,Sports & Fitness,
VOLUNTEER AT THE BLACKLIGHT RUN CHICAGO!,Sat Aug 8 4:00 PM,Sat Aug 8 4:00 PM,41.765033,-87.800768,7000 Harlem Avenue Bridgeview IL 60455 US,by Advocates for Adolescent Mothers,Sports & Fitness,Sports & Fitness,
Tri-State Tour #2 powered by Bicycle Illinois,Sun Aug 9 6:00 AM,Sun Aug 9 6:00 AM,41.583369,-87.500041,Hammond IN to Kenosha WI,by Bicycle Illinois,Sports & Fitness,Sports & Fitness,
Panther-Training: Sunday Functional Training Small Group Boot Camps,Sun Aug 9 7:00 AM,Sun Aug 9 7:00 AM,42.449491,-88.145509,Marina and Park Chicago IL 60610,by Panther-Training LP,Sports & Fitness,Sports & Fitness,
Sunday Donut Ride,Sun Aug 9 7:45 AM,Sun Aug 9 7:45 AM,41.703501,-88.204641,3416 S Rte 59 Naperville IL 60564,by Trek Bicycle Store,Sports & Fitness,Sports & Fitness,
House of Dragons II,Sun Aug 9 9:30 AM,Sun Aug 9 9:30 AM,41.981241,-87.707671,5501 N Kedzie Ave Chicago IL 60625,by Modified Karate Club,Sports & Fitness,Sports & Fitness,
Old Orchard Run Club,Sun Aug 9 9:30 AM,Sun Aug 9 9:30 AM,42.059115,-87.749401,4999 Old Orchard Center F 15 Skokie IL 60077,by ASICS Community Events,Sports & Fitness,Sports & Fitness,
Sunday Slim Down,Sun Aug 9 10:00 AM,Sun Aug 9 10:00 AM,41.820267,-87.603826,39th and Cottage Grove by the football field Chicago IL 60653,by Chris Houston,Sports & Fitness,Sports & Fitness,
ROWING ON THE WATER,Sun Aug 9 11:00 AM,Sun Aug 9 11:00 AM,43.056823,-87.90171,1990 N Commerce Dr Milwaukee WI 53212 US,by RaceStart,Sports & Fitness,Sports & Fitness,
Fox Valley Royals Travel Baseball Tryouts (15-18 Year Old),Sun Aug 9 12:00 PM,Sun Aug 9 12:00 PM,42.060144,-88.290872,1151 North State Street Elgin IL 60123 US,by Fox Valley Royals,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. San Francisco Giants 08/09/2015,Sun Aug 9 1:20 PM,Sun Aug 9 1:20 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
Adult Hockey Camp III (feat. coaches Don Granato Matt Smith and Mark Bayers),Sun Aug 9 2:00 PM,Sun Aug 9 2:00 PM,42.048758,-87.749701,9300 Weber Park Pl Skokie IL 60077,by Don Granato Matt Smith and Mark Bayers,Sports & Fitness,Sports & Fitness,
Women's Self Defense Seminar,Sun Aug 9 4:00 PM,Sun Aug 9 4:00 PM,41.679296,-88.208298,24125 W 111th St Naperville IL 60564,by Ria Punzalan,Sports & Fitness,Sports & Fitness,
Sunday Funday MTB Ride,Sun Aug 9 5:00 PM,Sun Aug 9 5:00 PM,41.724105,-87.904855,9700 Wolf Road Willow Springs IL 60480,by Trek Bicycle Store,Sports & Fitness,Sports & Fitness,
SkillTwins Sunday Dinner Package,Sun Aug 9 5:30 PM,Sun Aug 9 5:30 PM,41.902304,-88.121569,150 S Gary Ave Carol Stream IL 60188,by Addison Youth Soccer,Sports & Fitness,Sports & Fitness,
2015 / 2016 -- 16U Elgin Impact Softball Tryouts - Elgin Sports Complex,Sun Aug 9 6:00 PM,Sun Aug 9 6:00 PM,42.02212,-88.304447,709 Sports Way Elgin IL 60123 US,by Elgin Impact,Sports & Fitness,Sports & Fitness,
SkillTwins VIP and 2 Session Package,Sun Aug 9 7:00 PM,Sun Aug 9 7:00 PM,41.931696,-87.988956,The Plex Opening Summer 2015 Addison IL 60101 US,by Addison Youth Soccer,Sports & Fitness,Sports & Fitness,
2015 JR Sailing Session 4,Mon Aug 10 8:30 AM,Mon Aug 10 8:30 AM,42.077386,-87.684207,20 Harbor Drive Wilmette IL 60091,by Sheridan Shore Sailing School,Sports & Fitness,Sports & Fitness,
C-Squared St. Josaphat Volleyball Camp,Mon Aug 10 5:00 PM,Mon Aug 10 5:00 PM,41.923265,-87.662926,2245 North Southport Avenue Chicago IL 60614,by C-Squared Volleyball,Sports & Fitness,Sports & Fitness,
Monday After Work Show & Go,Mon Aug 10 6:00 PM,Mon Aug 10 6:00 PM,41.497371,-87.734747,21610 S Cicero Ave Matteson IL 60443,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
Self-Defense Seminar for Runners,Mon Aug 10 7:00 PM,Mon Aug 10 7:00 PM,41.887727,-87.794762,111 North Oak Park Avenue Oak Park IL 60301 US,by AssureStride,Sports & Fitness,Sports & Fitness,
Vinyasa Flow Yoga,Mon Aug 10 8:15 PM,Mon Aug 10 8:15 PM,41.879669,-87.812863,7515 Madison St Forest Park IL 60130,by Marissa Jayne,Sports & Fitness,Sports & Fitness,
Tuesday AM Build Mad Skills Ride,Tue Aug 11 6:00 AM,Tue Aug 11 6:00 AM,41.73382,-87.540312,8700 S Lake Shore Dr Chicago IL 60617,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
Trek 422-KIDS - Kid's training wheels class,Tue Aug 11 8:30 AM,Tue Aug 11 8:30 AM,41.48992,-87.467941,651 U.S. 30 Schererville IN 46375,by Trek Bicycle Store of Schererville,Sports & Fitness,Sports & Fitness,
Aug 10th to 14th-Addison Youth Soccer Present's SkillTwins U.S. Soccer Camp,Tue Aug 11 8:45 AM,Tue Aug 11 8:45 AM,41.913742,-87.970243,Odeum Sports and Expo Center 1033 North Villa Ave Villa Park IL 60181 US,by Addison Youth Soccer,Sports & Fitness,Sports & Fitness,
Hockey Camp for Players Entering 6 - 8 Grade,Tue Aug 11 5:00 PM,Tue Aug 11 5:00 PM,41.722641,-87.73679,9320 South Kenton Avenue Oak Lawn IL 60453,by Brother Rice High School,Sports & Fitness,Sports & Fitness,
Beat the Sunset Ride,Tue Aug 11 6:00 PM,Tue Aug 11 6:00 PM,41.55771,-87.471373,8554 Indianapolis Blvd Highland IN 46322,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
Canvas Escapes @ BRIDGES SCOREBOARD RESTAURANT & SPORTSBAR,Tue Aug 11 6:00 PM,Tue Aug 11 6:00 PM,41.523588,-87.428497,121 N Griffith Blvd Griffith IN 46319 US,by Canvas Escapes/Kathy Eckert,Sports & Fitness,Sports & Fitness,
The North Face Mountain Athletics Training Chicago - Tuesday,Tue Aug 11 6:30 PM,Tue Aug 11 6:30 PM,41.920347,-87.643314,Chicago IL 60614,by The North Face Mountain Athletics Chicago,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. Milwaukee Brewers 08/11/2015,Tue Aug 11 7:05 PM,Tue Aug 11 7:05 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
Gentle Flow / Beginner Class,Tue Aug 11 7:30 PM,Tue Aug 11 7:30 PM,41.879669,-87.812863,7515 Madison St Forest Park IL 60130,by Marissa Jayne,Sports & Fitness,Sports & Fitness,
Women Crush Wednesdays - Bike,Wed Aug 12 6:00 PM,Wed Aug 12 6:00 PM,41.703501,-88.204641,3416 S Rte 59 Naperville IL 60564,by Trek Bicycle Store,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. Milwaukee Brewers 08/12/2015,Wed Aug 12 7:05 PM,Wed Aug 12 7:05 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
C-Squared Volleyball Coaching Clinic (Chicago),Wed Aug 12 7:30 PM,Wed Aug 12 7:30 PM,41.923265,-87.662926,2245 North Southport Avenue Chicago IL 60614,by C-Squared Volleyball,Sports & Fitness,Sports & Fitness,
TopDog Baseball Catching Camp - August 13th 2015,Thu Aug 13 12:00 PM,Thu Aug 13 12:00 PM,42.197885,-87.880946,2065 Half Day Rd Deerfield IL 60015 US,by TopDog Baseball LLC,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. Milwaukee Brewers 08/13/2015,Thu Aug 13 1:20 PM,Thu Aug 13 1:20 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
Sunset Kayaking + Food Truck Dinner + Beer + Bonfire,Thu Aug 13 6:00 PM,Thu Aug 13 6:00 PM,41.909399,-87.658606,1501 N Magnolia Ave Chicago IL 60642,by Events with BeneFitz,Sports & Fitness,Sports & Fitness,
Thursday After Work Show & Go (Lakefront Path),Thu Aug 13 6:00 PM,Thu Aug 13 6:00 PM,41.777242,-87.571287,6501 S Promonotory Dr Chicago IL 60649,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
2015 / 2016 -- 16U Elgin Impact Softball Tryouts - CMS,Thu Aug 13 6:00 PM,Thu Aug 13 6:00 PM,42.018411,-88.479687,44W303 Plato Road Burlington IL 60109 US,by Elgin Impact,Sports & Fitness,Sports & Fitness,
The North Face Mountain Athletics Training Chicago - Thursday,Thu Aug 13 6:30 PM,Thu Aug 13 6:30 PM,41.883993,-87.619706,Chicago IL 60601,by The North Face Mountain Athletics Chicago,Sports & Fitness,Sports & Fitness,
Open Water Swim - Grayslake,Fri Aug 14 5:45 AM,Fri Aug 14 5:45 AM,42.346164,-88.053282,159 N Alleghany Rd Grayslake IL 60030,by Summit Steps Coaching LLC,Sports & Fitness,Sports & Fitness,
3rd Annual äóÖDriving 4 Booksäó» Golf Invitational,Fri Aug 14 8:00 AM,Fri Aug 14 8:00 AM,41.65753,-87.962153,1 Pete Dye Drive Lemont IL 60439,by :20 Second Timeout,Sports & Fitness,Sports & Fitness,
Pronto's Bus Ride and Tailing package Chicago Cubs Vs Sox @US Cellular Fri,Fri Aug 14 10:00 AM,Fri Aug 14 10:00 AM,41.877028,-87.657231,324 S Racine Ave Chicago IL 60607 US,by Pronto,Sports & Fitness,Sports & Fitness,
2015 / 2016 -- 16U Elgin Impact Softball Tryouts - Elgin Sports Complex,Fri Aug 14 6:00 PM,Fri Aug 14 6:00 PM,42.02212,-88.304447,709 Sports Way Elgin IL 60123 US,by Elgin Impact,Sports & Fitness,Sports & Fitness,
FITNESS Saturdays,Sat Aug 15 6:00 AM,Sat Aug 15 6:00 AM,41.495867,-87.848661,11185 W Lincoln Hwy Sports Authority Parking Lot Frankfort IL 60423 US,by DSFIT2RUN.org,Sports & Fitness,Sports & Fitness,
Street Workout Chicago Calisthenics Event,Sat Aug 15 8:00 AM,Sat Aug 15 8:00 AM,41.856909,-87.671916,1824 South Wood Street Chicago IL 60608,by Mario Castrejon,Sports & Fitness,Sports & Fitness,
Trails of DuPage Ride,Sat Aug 15 8:00 AM,Sat Aug 15 8:00 AM,41.763933,-88.006342,McCollum Park Downers Grove IL,by Downers Grove Bicycle Club,Sports & Fitness,Sports & Fitness,
Trek Bikin' & Eggs w/ Chemshaw 13,Sat Aug 15 8:00 AM,Sat Aug 15 8:00 AM,41.48992,-87.467941,651 U.S. 30 Schererville IN 46375,by Trek Bicycle Store of Schererville,Sports & Fitness,Sports & Fitness,
ASC Practical Rifle: 2015,Sat Aug 15 8:30 AM,Sat Aug 15 8:30 AM,41.750293,-88.798922,7641 Rueff Road Waterman IL 60556,by Aurora Sportsmen's Club,Sports & Fitness,Sports & Fitness,
Beautiful Bellies and Beyond BCBenefit Fitness Class at lululemon Bucktown- AUGUST 2015,Sat Aug 15 8:30 AM,Sat Aug 15 8:30 AM,41.911366,-87.677132,1627 N Damen Ave Chicago IL 60647,by Bump Club and Beyond,Sports & Fitness,Sports & Fitness,
2nd Annual Volleyball & Baggo Tournament,Sat Aug 15 8:30 AM,Sat Aug 15 8:30 AM,42.480589,-88.203801,309 IL Route 173 Spring Grove IL 60081 US,by Riddick's Ride,Sports & Fitness,Sports & Fitness,
Color The Park Family Fun Run,Sat Aug 15 9:00 AM,Sat Aug 15 9:00 AM,42.373252,-87.965327,920 Hunt Club Rd Gurnee IL 60031,by Lake County Children's Advocacy Center,Sports & Fitness,Sports & Fitness,
Wisconsin HS Cycling League Mountain Bike Camp at Minooka Park in Waukesha WI,Sat Aug 15 9:00 AM,Sat Aug 15 9:00 AM,42.987602,-88.195455,1927 East Sunset Drive Waukesha WI 53186,by Wisconsin High School Cycling League,Sports & Fitness,Sports & Fitness,
Exposure 2015 Charity Workout Series,Sat Aug 15 10:30 AM,Sat Aug 15 10:30 AM,41.893069,-87.615009,600 North Lake Shore Drive Chicago IL 60611,by A Mind and Body Total Fitness,Sports & Fitness,Sports & Fitness,
Annual Major Taylor Cycling Club BBQ,Sat Aug 15 11:00 AM,Sat Aug 15 11:00 AM,41.666008,-87.539241,12949 S. Avenue O Chicago IL 60633,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
Fox Valley Royals Travel Baseball Tryouts (11-14 Year Old),Sat Aug 15 12:00 PM,Sat Aug 15 12:00 PM,42.060144,-88.290872,1151 North State Street Elgin IL 60123 US,by Fox Valley Royals,Sports & Fitness,Sports & Fitness,
XPLORE Chicago - Urban Adventure Race,Sat Aug 15 12:00 PM,Sat Aug 15 12:00 PM,41.878114,-87.629798,Chicago IL,by Xperience Adventures,Sports & Fitness,Sports & Fitness,
ASC Practical Rifle: 2015,Sat Aug 15 12:30 PM,Sat Aug 15 12:30 PM,41.750293,-88.798922,7641 Rueff Road Waterman IL 60556,by Aurora Sportsmen's Club,Sports & Fitness,Sports & Fitness,
Pronto's Bus Ride and Tailing package Chicago Cubs Vs Sox @US Cellular Sat,Sat Aug 15 1:00 PM,Sat Aug 15 1:00 PM,41.877028,-87.657231,324 S Racine Ave Chicago IL 60607 US,by Pronto,Sports & Fitness,Sports & Fitness,
ALUMNI RACE 2015 - Waukesha West Cross Country,Sat Aug 15 5:00 PM,Sat Aug 15 5:00 PM,42.969367,-88.280257,3301 Saylesville Road Waukesha WI 53189,by Coach Tom Knutson,Sports & Fitness,Sports & Fitness,
Red Star Combat: Live Action WARhouse & Bar,Sat Aug 15 7:00 PM,Sat Aug 15 7:00 PM,41.908762,-87.861323,2225 W North Ave Melrose Park IL 60160,by Red Star Combat,Sports & Fitness,Sports & Fitness,
Panther-Training: Sunday Functional Training Small Group Boot Camps,Sun Aug 16 7:00 AM,Sun Aug 16 7:00 AM,42.449491,-88.145509,Marina and Park Chicago IL 60610,by Panther-Training LP,Sports & Fitness,Sports & Fitness,
2015 Michigan 13.Wine Half Marathon & 5K,Sun Aug 16 7:30 AM,Sun Aug 16 7:30 AM,41.957544,-86.485575,Baroda MI 49101,by Midwest Elite Racing LLC,Sports & Fitness,Sports & Fitness,
Pronto's Bus Ride and Tailing package Chicago Cubs Vs Sox @US Cellular Sun,Sun Aug 16 8:00 AM,Sun Aug 16 8:00 AM,41.877028,-87.657231,324 S Racine Ave Chicago IL 60607 US,by Pronto,Sports & Fitness,Sports & Fitness,
Old Orchard Run Club,Sun Aug 16 9:30 AM,Sun Aug 16 9:30 AM,42.059115,-87.749401,4999 Old Orchard Center F 15 Skokie IL 60077,by ASICS Community Events,Sports & Fitness,Sports & Fitness,
Eastsider Bus Trips Brewer's Game August 16th,Sun Aug 16 10:00 AM,Sun Aug 16 10:00 AM,43.060327,-87.888255,1732 E North Ave Milwaukee WI 53211,by North Ave Rampage & Eastsider Bus Trips / MKE Bar Tours,Sports & Fitness,Sports & Fitness,
Sunday Slim Down,Sun Aug 16 10:00 AM,Sun Aug 16 10:00 AM,41.820267,-87.603826,39th and Cottage Grove by the football field Chicago IL 60653,by Chris Houston,Sports & Fitness,Sports & Fitness,
Swingin' For The Vets Marengo,Sun Aug 16 11:00 AM,Sun Aug 16 11:00 AM,42.189012,-88.538948,9700 Saint Andrews Drive Marengo IL 60152,by Allen J. Lynch Foundation,Sports & Fitness,Sports & Fitness,
Fox Valley Royals Travel Baseball Tryouts (15-18 Year Old),Sun Aug 16 12:00 PM,Sun Aug 16 12:00 PM,42.060144,-88.290872,1151 North State Street Elgin IL 60123 US,by Fox Valley Royals,Sports & Fitness,Sports & Fitness,
Sunday Funday MTB Ride,Sun Aug 16 5:00 PM,Sun Aug 16 5:00 PM,41.724105,-87.904855,9700 Wolf Road Willow Springs IL 60480,by Trek Bicycle Store,Sports & Fitness,Sports & Fitness,
SkillTwins Sunday Dinner Package,Sun Aug 16 5:30 PM,Sun Aug 16 5:30 PM,41.902304,-88.121569,150 S Gary Ave Carol Stream IL 60188,by Addison Youth Soccer,Sports & Fitness,Sports & Fitness,
2015 JR Sailing Session 5,Mon Aug 17 8:30 AM,Mon Aug 17 8:30 AM,42.077386,-87.684207,20 Harbor Drive Wilmette IL 60091,by Sheridan Shore Sailing School,Sports & Fitness,Sports & Fitness,
2015 JR Sailing Session 5,Mon Aug 17 8:30 AM,Mon Aug 17 8:30 AM,42.077386,-87.684207,20 Harbor Drive Wilmette IL 60091,by Sheridan Shore Sailing School,Sports & Fitness,Sports & Fitness,
Aug 17th to 21st-Addison Youth Soccer Present's SkillTwins U.S. Soccer Camp,Mon Aug 17 8:45 AM,Mon Aug 17 8:45 AM,41.896976,-87.969068,1033 North Villa Ave Villa Park IL 60181 Villa Park IL 60181 US,by Addison Youth Soccer,Sports & Fitness,Sports & Fitness,
"SWM to host the Rene Meulensteen ""Moves & Skills"" Camp Program",Mon Aug 17 9:00 AM,Mon Aug 17 9:00 AM,41.946434,-86.338905,2601 Hetler Dr Berrien Springs MI 49103,by SportPartners USA - Meulensteen Academy,Sports & Fitness,Sports & Fitness,
"SWM to host the Rene Meulensteen ""Moves & Skills"" Half Day Camp Program",Mon Aug 17 9:00 AM,Mon Aug 17 9:00 AM,41.946434,-86.338905,2601 Hetler Dr Berrien Springs MI 49103,by SportPartners USA - Meulensteen Academy,Sports & Fitness,Sports & Fitness,
Monday After Work Show & Go,Mon Aug 17 6:00 PM,Mon Aug 17 6:00 PM,41.497371,-87.734747,21610 S Cicero Ave Matteson IL 60443,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
Vinyasa Flow Yoga,Mon Aug 17 8:15 PM,Mon Aug 17 8:15 PM,41.879669,-87.812863,7515 Madison St Forest Park IL 60130,by Marissa Jayne,Sports & Fitness,Sports & Fitness,
Tuesday AM Build Mad Skills Ride,Tue Aug 18 6:00 AM,Tue Aug 18 6:00 AM,41.73382,-87.540312,8700 S Lake Shore Dr Chicago IL 60617,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
Detroit Tigers @ Chicago Cubs 8/18/15 7:05pm,Tue Aug 18 4:00 PM,Tue Aug 18 4:00 PM,41.947454,-87.656134,1060 West Addison Street Chicago IL 60613,by The Tin Lizze,Sports & Fitness,Sports & Fitness,
Beat the Sunset Ride,Tue Aug 18 6:00 PM,Tue Aug 18 6:00 PM,41.55771,-87.471373,8554 Indianapolis Blvd Highland IN 46322,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
Run Like A Girl,Tue Aug 18 6:00 PM,Tue Aug 18 6:00 PM,42.081081,-87.756924,3232 Lake Avenue Wilmette IL 60091,by Road Runner Sports,Sports & Fitness,Sports & Fitness,
Detox to Retox Rooftop Soiree,Tue Aug 18 6:30 PM,Tue Aug 18 6:30 PM,41.894585,-87.631963,127 West Huron Street Chicago IL 60654 US,by CorePower Yoga + Sweat on State,Sports & Fitness,Sports & Fitness,
Endless Summer Running Series presented by Newton Running,Tue Aug 18 6:30 PM,Tue Aug 18 6:30 PM,41.90701,-87.650894,1435 North Kingsbury Street Chicago IL 60642 US,by Road Runner Sports,Sports & Fitness,Sports & Fitness,
The North Face Mountain Athletics Training Chicago - Tuesday,Tue Aug 18 6:30 PM,Tue Aug 18 6:30 PM,41.920347,-87.643314,Chicago IL 60614,by The North Face Mountain Athletics Chicago,Sports & Fitness,Sports & Fitness,
Trek Pint Night Ride w/ Wildrose Brewing,Tue Aug 18 6:30 PM,Tue Aug 18 6:30 PM,41.48992,-87.467941,651 U.S. 30 Schererville IN 46375,by Trek Bicycle Store of Schererville,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. Detroit Tigers 08/18/2015,Tue Aug 18 7:05 PM,Tue Aug 18 7:05 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
Gentle Flow / Beginner Class,Tue Aug 18 7:30 PM,Tue Aug 18 7:30 PM,41.879669,-87.812863,7515 Madison St Forest Park IL 60130,by Marissa Jayne,Sports & Fitness,Sports & Fitness,
Women Crush Wednesdays - Bike,Wed Aug 19 6:00 PM,Wed Aug 19 6:00 PM,41.703501,-88.204641,3416 S Rte 59 Naperville IL 60564,by Trek Bicycle Store,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. Detroit Tigers 08/19/2015,Wed Aug 19 7:05 PM,Wed Aug 19 7:05 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
P-H-M back to school night at the South Bend Cubs,Wed Aug 19 7:05 PM,Wed Aug 19 7:05 PM,41.669939,-86.256043,501 West South Street South Bend IN 46601 US,by P-H-M Education Foundation,Sports & Fitness,Sports & Fitness,
Run Like A Girl,Thu Aug 20 6:00 PM,Thu Aug 20 6:00 PM,41.747881,-88.198436,2555 West 75th Street Naperville IL 60540,by Road Runner Sports,Sports & Fitness,Sports & Fitness,
Thursday After Work Show & Go (Lakefront Path),Thu Aug 20 6:00 PM,Thu Aug 20 6:00 PM,41.777242,-87.571287,6501 S Promonotory Dr Chicago IL 60649,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
#Sweatworking at The Bar Method in the Loop,Thu Aug 20 6:15 PM,Thu Aug 20 6:15 PM,41.885305,-87.637264,180 North Upper Wacker Drive Chicago IL 60606 US,by Jeana Anderson Cohen,Sports & Fitness,Sports & Fitness,
The North Face Mountain Athletics Training Chicago - Thursday,Thu Aug 20 6:30 PM,Thu Aug 20 6:30 PM,41.883993,-87.619706,Chicago IL 60601,by The North Face Mountain Athletics Chicago,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. Atlanta Braves 08/20/2015,Thu Aug 20 7:05 PM,Thu Aug 20 7:05 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
Open Water Swim - Grayslake,Fri Aug 21 5:45 AM,Fri Aug 21 5:45 AM,42.346164,-88.053282,159 N Alleghany Rd Grayslake IL 60030,by Summit Steps Coaching LLC,Sports & Fitness,Sports & Fitness,
12th Annual Chicago PCC Golf outing,Fri Aug 21 9:00 AM,Fri Aug 21 9:00 AM,41.779329,-87.579049,6401 S. Richards Drive Chicago IL 60649,by Chicago Postal Customer Council,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. Atlanta Braves 08/21/2015,Fri Aug 21 3:05 PM,Fri Aug 21 3:05 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
Spirit Sweat @ Dance Spa,Fri Aug 21 5:30 PM,Fri Aug 21 5:30 PM,41.915575,-87.686069,1890 N Milwaukee Ave Chicago IL 60647 US,by Laura Coulton,Sports & Fitness,Sports & Fitness,
MHC 20th Anniversary Bash - The Milwaukee Hurling Club,Fri Aug 21 7:00 PM,Fri Aug 21 7:00 PM,43.043728,-87.917166,1001 North 4th Street Milwaukee WI 53203,by The Milwaukee Hurling Club,Sports & Fitness,Sports & Fitness,
FITNESS Saturdays,Sat Aug 22 6:00 AM,Sat Aug 22 6:00 AM,41.495867,-87.848661,11185 W Lincoln Hwy Sports Authority Parking Lot Frankfort IL 60423 US,by DSFIT2RUN.org,Sports & Fitness,Sports & Fitness,
Volunteer Sign Up: First Responders Family Fest,Sat Aug 22 6:30 AM,Sat Aug 22 6:30 AM,42.139447,-88.042876,1599 Pepper Tree Drive Palatine IL 60074,by Adrenaline Sports Management,Sports & Fitness,Sports & Fitness,
MR Mock Olympic Weightlifting Meet,Sat Aug 22 7:00 AM,Sat Aug 22 7:00 AM,41.964168,-87.674932,4526 North Ravenswood Avenue Chicago Illinois 60640,by Movement Republic,Sports & Fitness,Sports & Fitness,
Street Workout Chicago Calisthenics Event,Sat Aug 22 8:00 AM,Sat Aug 22 8:00 AM,41.856909,-87.671916,1824 South Wood Street Chicago IL 60608,by Mario Castrejon,Sports & Fitness,Sports & Fitness,
Trails of DuPage Ride,Sat Aug 22 8:00 AM,Sat Aug 22 8:00 AM,41.763933,-88.006342,McCollum Park Downers Grove IL,by Downers Grove Bicycle Club,Sports & Fitness,Sports & Fitness,
Tuff Stuff Chicago @ Crossfit 815,Sat Aug 22 8:00 AM,Sat Aug 22 8:00 AM,42.225771,-88.317499,6119 Northwest Hwy Crystal Lake Illinois 60014,by Tuff Stuff Events,Sports & Fitness,Sports & Fitness,
First Responders 5K Run/Walk,Sat Aug 22 9:00 AM,Sat Aug 22 9:00 AM,42.139447,-88.042876,1599 Pepper Tree Drive Palatine IL 60074,by Adrenaline Sports Management,Sports & Fitness,Sports & Fitness,
